hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Be My Guest Ratchada,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d15517230-Reviews-Be_My_Guest_Ratchada-Bangkok.html,Как добраться,"3,0",,1 459 руб - 2 097 руб,1 459 руб,2 097 руб
Lucky Hotel Bangkok,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26350502-Reviews-Lucky_Hotel_Bangkok-Bangkok.html,Как добраться,"3,0","3,0",3 739 руб - 5 471 руб,3 739 руб,5 471 руб
B1 Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d15050469-Reviews-B1_Residence-Bangkok.html,Как добраться,"3,0","3,0",2 918 руб - 4 195 руб,2 918 руб,4 195 руб
Палаццо Бангкок,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d557927-Reviews-The_Palazzo_Bangkok-Bangkok.html,Как добраться,"3,5","3,0",2 462 руб - 3 192 руб,2 462 руб,3 192 руб
Fyn Park Hotel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d25179421-Reviews-Fyn_Park_Hotel-Bangkok.html,Как добраться,"3,0","3,0",3 374 руб - 4 651 руб,3 374 руб,4 651 руб
Scala Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d17612227-Reviews-Scala_Hostel-Bangkok.html,Как добраться,"3,0",,1 915 руб - 3 100 руб,1 915 руб,3 100 руб
Эбина Хаус,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d546579-Reviews-Ebina_House-Bangkok.html,Как добраться,,"3,0",2 553 руб - 4 742 руб,2 553 руб,4 742 руб
The M Pool Villas Bangkok - Bts Ekkamai,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d13154011-Reviews-The_M_Pool_Villas_Bangkok_Bts_Ekkamai-Bangkok.html,Как добраться,,"3,0",11 399 руб - 11 581 руб,11 399 руб,11 581 руб
Sweety Resort,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d12636777-Reviews-Sweety_Resort-Bangkok.html,Как добраться,"3,0","3,0",2 280 руб - 3 648 руб,2 280 руб,3 648 руб
Саторн Сен Вью Апартаменты С Обслуживанием,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1958831-Reviews-Sathorn_Saint_View_Serviced_Apartment-Bangkok.html,1 439 руб,"3,0","2,0",1 185 руб - 1 459 руб,1 185 руб,1 459 руб
Уайт Палас Бангкок,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1070373-Reviews-White_Palace_Bangkok-Bangkok.html,Как добраться,"3,5","2,0",3 556 руб - 4 833 руб,3 556 руб,4 833 руб
Бест Вестерн Бангкок Хиптик Отель,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d2177829-Reviews-Aspira_Hiptique_Sukhumvit_13-Bangkok.html,Как добраться,"3,0","3,0",19 971 руб - 32 464 руб,19 971 руб,32 464 руб
Cozy @ 9 Hotel & Kitchen,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d8109384-Reviews-Cozy_9_Hotel_Kitchen-Bangkok.html,Как добраться,"3,0","3,0",3 100 руб - 4 286 руб,3 100 руб,4 286 руб
Sukhothai Residence Ruam Ruedi,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d10782079-Reviews-Sukhothai_Residence_Ruam_Ruedi-Bangkok.html,Как добраться,"3,0","3,0",3 100 руб - 4 104 руб,3 100 руб,4 104 руб
Роял Отель Бангкок,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d308996-Reviews-Royal_Rattankosin_Hotel-Bangkok.html,Как добраться,"3,0","3,0",2 189 руб - 3 192 руб,2 189 руб,3 192 руб
Элизабет Отель,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d320388-Reviews-Elizabeth_Hotel-Bangkok.html,Как добраться,"3,0","2,5",2 462 руб - 3 009 руб,2 462 руб,3 009 руб
Longzhu Guesthouse,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d7249741-Reviews-Longzhu_Guesthouse-Bangkok.html,Как добраться,"3,0",,2 189 руб - 2 280 руб,2 189 руб,2 280 руб
Сиам Стар Отель,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1647893-Reviews-Siam_Star_Hotel-Bangkok.html,Как добраться,,"2,5",2 280 руб - 3 283 руб,2 280 руб,3 283 руб
S Ram Leisure Hotel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d17723666-Reviews-S_Ram_Leisure_Hotel-Bangkok.html,Как добраться,"3,0",,2 736 руб - 3 465 руб,2 736 руб,3 465 руб
Ал Тоджетер Сьют,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d5279925-Reviews-All_Together_Suite-Bangkok.html,Как добраться,"3,0","3,0",1 824 руб - 2 280 руб,1 824 руб,2 280 руб
Кинг Уан Апартаменты,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1788627-Reviews-OYO_117_King_One_Suvarnabhumi-Bangkok.html,Как добраться,"3,0","3,0",1 003 руб - 1 368 руб,1 003 руб,1 368 руб
Ниран Гран Отель,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1187897-Reviews-Niran_Grand_Hotel-Bangkok.html,Как добраться,"3,0","3,0",1 915 руб - 2 189 руб,1 915 руб,2 189 руб
Бс Резиденс Суварнабхуми,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1486736-Reviews-BS_Residence_Suvarnabhumi-Bangkok.html,Как добраться,"3,0","3,0",4 468 руб - 6 475 руб,4 468 руб,6 475 руб
Херитедж Бангкок,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1378967-Reviews-The_Heritage_Bangkok-Bangkok.html,Как добраться,"3,5","3,0",2 553 руб - 3 648 руб,2 553 руб,3 648 руб
Пиннакл Сукхумвит Инн,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d577076-Reviews-Pinnacle_Dream-Bangkok.html,Как добраться,"3,0","2,0",2 280 руб - 3 192 руб,2 280 руб,3 192 руб
Нантра Плоенчит Отель,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d4875756-Reviews-Nantra_Ploenchit_Hotel-Bangkok.html,Как добраться,"3,0","3,0",1 368 руб - 2 097 руб,1 368 руб,2 097 руб
The Quarter Ploenchit by UHG,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21337869-Reviews-The_Quarter_Ploenchit_by_UHG-Bangkok.html,Как добраться,"5,0","4,0",5 016 руб - 8 025 руб,5 016 руб,8 025 руб
H2 Hotel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d6583124-Reviews-H2_Hotel-Bangkok.html,2 020 руб,"3,0","3,0",1 733 руб - 2 097 руб,1 733 руб,2 097 руб
Гран Альпин,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d2329122-Reviews-Alpine_Suites_Pratunam_Hotel-Bangkok.html,Как добраться,"3,0","3,0",2 006 руб - 2 736 руб,2 006 руб,2 736 руб
Нантра Сукхумвит 39,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d3158201-Reviews-Nantra_Sukhumvit_39-Bangkok.html,Как добраться,"3,0","3,0",1 641 руб - 2 918 руб,1 641 руб,2 918 руб
Флорида Отель,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d662851-Reviews-Florida_Hotel-Bangkok.html,Как добраться,"3,0","3,0",2 918 руб - 3 374 руб,2 918 руб,3 374 руб
Livotel Hotel @ Hua Mak,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d14917895-Reviews-Livotel_Hotel_Hua_Mak-Bangkok.html,Как добраться,"3,0","4,0",1 459 руб - 2 006 руб,1 459 руб,2 006 руб
Ратчада 17 Плейс,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d3181329-Reviews-Ratchada_17_Place-Bangkok.html,Как добраться,"2,5",,1 185 руб - 1 550 руб,1 185 руб,1 550 руб
Buri Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d23915092-Reviews-Buri_Hostel-Bangkok.html,Как добраться,"1,0",,1 094 руб - 1 368 руб,1 094 руб,1 368 руб
OYO 926 Sydney Resort,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21287017-Reviews-OYO_926_Sydney_Resort-Bangkok.html,Как добраться,"1,0",,912 руб - 1 003 руб,912 руб,1 003 руб
ABC@48 Hotel & Service Apartment,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26106121-Reviews-ABC_48_Hotel_Service_Apartment-Bangkok.html,Как добраться,"1,0",,1 824 руб - 2 280 руб,1 824 руб,2 280 руб
Босс'С Плейс,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d1060307-Reviews-The_Boss_s_Place-Bangkok.html,Как добраться,"2,5","3,0",1 277 руб - 1 824 руб,1 277 руб,1 824 руб
Anandpura Riverside Hotel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d23248712-Reviews-Anandpura_Riverside_Hotel-Bangkok.html,Как добраться,"1,0",,2 189 руб - 2 827 руб,2 189 руб,2 827 руб
Grand BS Airport Hotel Suvarnabhumi,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26611305-Reviews-Grand_BS_Airport_Hotel_Suvarnabhumi-Bangkok.html,Как добраться,"2,5",,3 739 руб - 5 289 руб,3 739 руб,5 289 руб
Бест Бангкок Хаус,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d784103-Reviews-The_Best_Bangkok_House-Bangkok.html,Как добраться,"3,0","3,0",5 107 руб - 6 292 руб,5 107 руб,6 292 руб
Star Sukhumvit,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d19956501-Reviews-Star_Sukhumvit-Bangkok.html,Как добраться,,,2 006 руб - 2 006 руб,2 006 руб,2 006 руб
L18​ Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26541961-Reviews-L18_Residence-Bangkok.html,Как добраться,,"3,0",2 189 руб - 2 189 руб,2 189 руб,2 189 руб
The Quarter Wutthakat,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21329661-Reviews-The_Quarter_Wutthakat-Bangkok.html,Как добраться,,,1 733 руб - 2 827 руб,1 733 руб,2 827 руб
Grace At Five By Grace Hotel Bangkok,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26441641-Reviews-Grace_At_Five_By_Grace_Hotel_Bangkok-Bangkok.html,Как добраться,,,4 012 руб - 5 198 руб,4 012 руб,5 198 руб
Phawana Sweet Hotel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d17588566-Reviews-Phawana_Sweet_Hotel-Bangkok.html,Как добраться,,,1 550 руб - 1 733 руб,1 550 руб,1 733 руб
Bellevue Boutique Bangkok,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21396066-Reviews-Bellevue_Boutique_Bangkok-Bangkok.html,Как добраться,,,2 918 руб - 3 921 руб,2 918 руб,3 921 руб
The Spades Private Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d20777842-Reviews-The_Spades_Private_Residence-Bangkok.html,Как добраться,,,3 648 руб - 5 107 руб,3 648 руб,5 107 руб
OYO 753 Atnest Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d16867380-Reviews-OYO_753_Atnest_Hostel-Bangkok.html,Как добраться,,"2,0",2 280 руб - 2 280 руб,2 280 руб,2 280 руб
Кампус,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d3184745-Reviews-The_Campus-Bangkok.html,Как добраться,,,1 915 руб - 2 097 руб,1 915 руб,2 097 руб
Паназан Вилла,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d3184793-Reviews-OYO_457_Panasan_Villa-Bangkok.html,Как добраться,,"2,0",1 003 руб - 1 550 руб,1 003 руб,1 550 руб
Мс Мэншн,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d3184983-Reviews-MS_Mansion-Bangkok.html,Как добраться,,"2,0",1 550 руб - 1 915 руб,1 550 руб,1 915 руб
Many Days Hostel Bangkok,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26640121-Reviews-Many_Days_Hostel_Bangkok-Bangkok.html,Как добраться,,,4 560 руб - 4 742 руб,4 560 руб,4 742 руб
The Marble Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d19849459-Reviews-The_Marble_Hostel-Bangkok.html,Как добраться,,"2,0",1 641 руб - 2 553 руб,1 641 руб,2 553 руб
Twenty Three Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d27154063-Reviews-Twenty_Three_Residence-Bangkok.html,Как добраться,,,3 192 руб - 4 651 руб,3 192 руб,4 651 руб
Ralph Bangkok,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d20055864-Reviews-Ralph_Bangkok-Bangkok.html,Как добраться,,,1 915 руб - 2 462 руб,1 915 руб,2 462 руб
The 20,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d15220550-Reviews-The_20-Bangkok.html,Как добраться,,"2,0",1 459 руб - 2 006 руб,1 459 руб,2 006 руб
Forgotten Hostel Silom,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26227434-Reviews-Forgotten_Hostel_Silom-Bangkok.html,Как добраться,,"3,0",1 094 руб - 1 915 руб,1 094 руб,1 915 руб
Beyond Sleep,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21301616-Reviews-Beyond_Sleep-Bangkok.html,Как добраться,,,1 824 руб - 1 915 руб,1 824 руб,1 915 руб
Seoul3 Hotel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26638217-Reviews-Seoul3_Hotel-Bangkok.html,Как добраться,,"5,0",1 459 руб - 1 824 руб,1 459 руб,1 824 руб
Сабаи Мэншн,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d3182263-Reviews-Sabai_Mansion-Bangkok.html,Как добраться,,,1 003 руб - 1 550 руб,1 003 руб,1 550 руб
Lo-Ha Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d25300852-Reviews-Lo_Ha_Hostel-Bangkok.html,Как добраться,,,3 192 руб - 4 560 руб,3 192 руб,4 560 руб
ATC Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21391156-Reviews-ATC_Residence-Bangkok.html,Как добраться,,,1 641 руб - 2 280 руб,1 641 руб,2 280 руб
TP Home,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21390865-Reviews-TP_Home-Bangkok.html,Как добраться,,,1 277 руб - 1 459 руб,1 277 руб,1 459 руб
Right Place Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d20890375-Reviews-Right_Place_Residence-Bangkok.html,Как добраться,,,1 915 руб - 2 006 руб,1 915 руб,2 006 руб
NT Place Sukhumvit Suites,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21302088-Reviews-NT_Place_Sukhumvit_Suites-Bangkok.html,Как добраться,,"3,0",9 301 руб - 11 399 руб,9 301 руб,11 399 руб
Green Place,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21390860-Reviews-Green_Place-Bangkok.html,Как добраться,,,1 185 руб - 1 915 руб,1 185 руб,1 915 руб
Ascella Apartment 38,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21303969-Reviews-Ascella_Apartment_38-Bangkok.html,Как добраться,,,2 097 руб - 4 377 руб,2 097 руб,4 377 руб
Siamplaengna Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21303629-Reviews-Siamplaengna_Residence-Bangkok.html,Как добраться,,"3,0",2 189 руб - 3 009 руб,2 189 руб,3 009 руб
515Victory,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26532797-Reviews-515Victory-Bangkok.html,Как добраться,,,3 556 руб - 3 830 руб,3 556 руб,3 830 руб
Varindavan Park Serviced Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26224290-Reviews-Varindavan_Park_Serviced_Residence-Bangkok.html,Как добраться,,"3,0",1 733 руб - 1 915 руб,1 733 руб,1 915 руб
Circle Sukhumvit 11,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d25208690-Reviews-Circle_Sukhumvit_11-Bangkok.html,Как добраться,,,6 475 руб - 7 295 руб,6 475 руб,7 295 руб
Rattanasook Residence,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d11838849-Reviews-Rattanasook_Residence-Bangkok.html,Как добраться,,,1 824 руб - 2 189 руб,1 824 руб,2 189 руб
Malades House,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d20481916-Reviews-Malades_House-Bangkok.html,Как добраться,,,2 189 руб - 2 736 руб,2 189 руб,2 736 руб
@BKK by Ploy House,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d11924211-Reviews-BKK_by_Ploy_House-Bangkok.html,Как добраться,,,2 371 руб - 2 736 руб,2 371 руб,2 736 руб
Khun Mai Place,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26532709-Reviews-Khun_Mai_Place-Bangkok.html,Как добраться,,,1 003 руб - 1 459 руб,1 003 руб,1 459 руб
OYO 492 Yuyuen Mansion,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d19948563-Reviews-OYO_492_Yuyuen_Mansion-Bangkok.html,Как добраться,,"2,0",2 280 руб - 2 371 руб,2 280 руб,2 371 руб
Royal Asia Hotel Pratunam,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26449439-Reviews-Royal_Asia_Hotel_Pratunam-Bangkok.html,Как добраться,,"2,0",2 280 руб - 2 827 руб,2 280 руб,2 827 руб
Mangkon Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d20152918-Reviews-Mangkon_Hostel-Bangkok.html,Как добраться,,"2,0",1 368 руб - 2 736 руб,1 368 руб,2 736 руб
The Cube Hostel Khaosan,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d26530395-Reviews-The_Cube_Hostel_Khaosan-Bangkok.html,Как добраться,,,1 733 руб - 2 280 руб,1 733 руб,2 280 руб
Jr Mansion On Nut Soi 25,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d12437094-Reviews-Jr_Mansion_On_Nut_Soi_25-Bangkok.html,Как добраться,,"2,0",1 550 руб - 1 915 руб,1 550 руб,1 915 руб
OYO 480 Lemon Siam Hostel,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d19329662-Reviews-OYO_480_Lemon_Siam_Hostel-Bangkok.html,Как добраться,,,1 915 руб - 2 097 руб,1 915 руб,2 097 руб
Baanpin Hostel & Cafe,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21409852-Reviews-Baanpin_Hostel_Cafe-Bangkok.html,Как добраться,,,2 006 руб - 2 918 руб,2 006 руб,2 918 руб
OYO 471 Sunshine Apartment,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d21410531-Reviews-OYO_471_Sunshine_Apartment-Bangkok.html,Как добраться,,"3,0",1 003 руб - 1 277 руб,1 003 руб,1 277 руб
LeeNova Place,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d23238037-Reviews-LeeNova_Place-Bangkok.html,Как добраться,,,2 006 руб - 2 189 руб,2 006 руб,2 189 руб
OYO 644 Pong Pai House,Бангкок,https://www.tripadvisor.ru/Hotel_Review-g293916-d12435916-Reviews-OYO_644_Pong_Pai_House-Bangkok.html,Как добраться,,"2,0",1 185 руб - 1 368 руб,1 185 руб,1 368 руб
