hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Hilltop North Avenue by Stellar Hotels,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d24026863-Reviews-Hilltop_North_Avenue_by_Stellar_Hotels-Yerevan.html,12 738 руб,"4,0",,5 198 руб - 12 767 руб,5 198 руб,12 767 руб
AnnaBella Boutique Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d15618621-Reviews-AnnaBella_Boutique_Hotel-Yerevan.html,5 628 руб,"3,5","3,0",4 651 руб - 5 927 руб,4 651 руб,5 927 руб
"Отель ""Комфорт Хаус""",Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d8004164-Reviews-Comfort_House_Hotel-Yerevan.html,Как добраться,"4,0",,2 371 руб - 3 465 руб,2 371 руб,3 465 руб
Mashtots Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d12120962-Reviews-Mashtots_Hotel-Yerevan.html,6 836 руб,"3,5","3,0",3 374 руб - 6 748 руб,3 374 руб,6 748 руб
Hills Resort Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d25312688-Reviews-Hills_Resort_Hotel-Yerevan.html,10 482 руб,"5,0",,6 383 руб - 10 305 руб,6 383 руб,10 305 руб
V.MOD Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d23928061-Reviews-V_MOD_Hotel-Yerevan.html,2 962 руб,"5,0",,2 736 руб - 3 465 руб,2 736 руб,3 465 руб
Hotel Alpha,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d17339590-Reviews-Hotel_Alpha-Yerevan.html,5 722 руб,,,4 651 руб - 5 745 руб,4 651 руб,5 745 руб
Alba Hotel Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d15109993-Reviews-Alba_Hotel_Yerevan-Yerevan.html,4 785 руб,"4,0","3,0",3 830 руб - 5 471 руб,3 830 руб,5 471 руб
"Nacho By Stellar Hotels, Yerevan",Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d23832158-Reviews-Nacho_By_Stellar_Hotels_Yerevan-Yerevan.html,5 633 руб,"4,5","4,0",4 286 руб - 6 566 руб,4 286 руб,6 566 руб
Семейный отель,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d2442938-Reviews-Family_Hotel-Yerevan.html,5 742 руб,,"3,0",5 016 руб - 7 934 руб,5 016 руб,7 934 руб
Грин Палас Отель и Сауна,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d3265300-Reviews-Green_Palace_Hotel_Sauna-Yerevan.html,Как добраться,,"4,0",6 931 руб - 8 298 руб,6 931 руб,8 298 руб
In City Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d19934777-Reviews-In_City_Hotel-Yerevan.html,7 292 руб,"4,0","3,0",4 104 руб - 6 566 руб,4 104 руб,6 566 руб
Гостиница Арарат,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d308332-Reviews-Ararat_hotel-Yerevan.html,6 392 руб,"3,5","4,0",5 107 руб - 7 934 руб,5 107 руб,7 934 руб
Кавказ Oтель,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d6885249-Reviews-Caucasus_Hotel-Yerevan.html,3 874 руб,"3,5","4,0",3 739 руб - 5 198 руб,3 739 руб,5 198 руб
Бутик-Отель Revive,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d26848835-Reviews-Revive_Boutique_Hotel-Yerevan.html,5 469 руб,"5,0",,4 468 руб - 6 748 руб,4 468 руб,6 748 руб
Hayasa Hotel Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d25312562-Reviews-Hayasa_Hotel_Yerevan-Yerevan.html,6 417 руб,"5,0","4,0",5 927 руб - 7 751 руб,5 927 руб,7 751 руб
Aratta Boutique Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d26385822-Reviews-Aratta_Boutique_Hotel-Yerevan.html,6 836 руб,,"3,0",5 836 руб - 7 295 руб,5 836 руб,7 295 руб
Comfort Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d12600458-Reviews-Comfort_Hotel-Yerevan.html,Как добраться,,"3,0",4 560 руб - 6 110 руб,4 560 руб,6 110 руб
Manand Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d9794631-Reviews-Manand_Hotel-Yerevan.html,3 646 руб,"4,5",,2 553 руб - 4 104 руб,2 553 руб,4 104 руб
Отель Олд Армения,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d26216016-Reviews-Old_Armenia_Hotel-Yerevan.html,4 102 руб,"3,5",,2 189 руб - 4 104 руб,2 189 руб,4 104 руб
Отель Григ,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d3870900-Reviews-Grig_Hotel-Yerevan.html,5 250 руб,"4,5","3,0",4 651 руб - 5 745 руб,4 651 руб,5 745 руб
R&R Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d17664472-Reviews-R_R_Hotel-Yerevan.html,5 626 руб,"3,5",,4 468 руб - 6 657 руб,4 468 руб,6 657 руб
Vertoni Hotel Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d23470345-Reviews-Vertoni_Hotel_Yerevan-Yerevan.html,3 646 руб,"4,5",,2 736 руб - 4 560 руб,2 736 руб,4 560 руб
Teryan Pushkin Apart Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d19630186-Reviews-Teryan_Pushkin_Apart_Hotel-Yerevan.html,6 276 руб,,"4,0",5 289 руб - 7 295 руб,5 289 руб,7 295 руб
Viaggio Hotel Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d18941073-Reviews-Viaggio_Hotel_Yerevan-Yerevan.html,3 395 руб,"3,0",,3 374 руб - 3 374 руб,3 374 руб,3 374 руб
"Комплекс отель-ресторан ""Аргаванд""",Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d7930468-Reviews-Argavand_Hotel_Restaurant_Complex-Yerevan.html,3 646 руб,"3,5",,3 648 руб - 4 104 руб,3 648 руб,4 104 руб
Лофт Хост,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d17455545-Reviews-Loft_Host-Yerevan.html,Как добраться,"4,0",,1 094 руб - 4 104 руб,1 094 руб,4 104 руб
Rooftop Апарт Отель Ереван,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d24100714-Reviews-Rooftop_Apart_Hotel_Yerevan-Yerevan.html,8 545 руб,"4,0","3,0",6 566 руб - 12 128 руб,6 566 руб,12 128 руб
Hostel N1,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d17624280-Reviews-Hostel_N1-Yerevan.html,Как добраться,,"4,0",1 550 руб - 2 371 руб,1 550 руб,2 371 руб
Popock Baghramyan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d12269676-Reviews-Popock_Baghramyan-Yerevan.html,Как добраться,"5,0",,2 736 руб - 3 648 руб,2 736 руб,3 648 руб
Glendale Boutique Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d23867538-Reviews-Glendale_Boutique_Hotel-Yerevan.html,3 418 руб,,"4,0",3 009 руб - 4 195 руб,3 009 руб,4 195 руб
The Phoenix Boutique Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g13109039-d23836337-Reviews-The_Phoenix_Boutique_Hotel-Kasakh_Yerevan.html,6 152 руб,"3,5",,5 380 руб - 7 295 руб,5 380 руб,7 295 руб
Cross Apartments and Tours,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d17453451-Reviews-Cross_Apartments_and_Tours-Yerevan.html,8 659 руб,"4,0",,8 572 руб - 8 846 руб,8 572 руб,8 846 руб
GS Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d12483499-Reviews-GS_Hotel-Yerevan.html,3 418 руб,"4,5","4,0",3 374 руб - 3 374 руб,3 374 руб,3 374 руб
Hotel Fleur,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d21199767-Reviews-Hotel_Fleur-Yerevan.html,5 241 руб,"3,0",,3 739 руб - 5 654 руб,3 739 руб,5 654 руб
"Отель ""Белла""",Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d6635845-Reviews-Bella_Hotel-Yerevan.html,Как добраться,"1,5","3,0",2 553 руб - 4 195 руб,2 553 руб,4 195 руб
Eco,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d18185389-Reviews-Eco-Yerevan.html,3 372 руб,"2,0",,2 918 руб - 3 374 руб,2 918 руб,3 374 руб
Tatev Hostel & Hotel,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d15676977-Reviews-Tatev_Hostel_Hotel-Yerevan.html,Как добраться,"4,0","2,0",4 742 руб - 6 748 руб,4 742 руб,6 748 руб
Hotel Lilia Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d12011121-Reviews-Hotel_Lilia_Yerevan-Yerevan.html,5 811 руб,,"3,0",4 377 руб - 6 566 руб,4 377 руб,6 566 руб
Hotel Elion,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d24006239-Reviews-Hotel_Elion-Yerevan.html,3 874 руб,"5,0",,3 283 руб - 3 830 руб,3 283 руб,3 830 руб
Гостиница Арцах,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d7185856-Reviews-Artsakh_Hotel-Yerevan.html,5 241 руб,"4,5","4,0",4 651 руб - 7 660 руб,4 651 руб,7 660 руб
Nuryan Hotel Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d17604163-Reviews-Nuryan_Hotel_Yerevan-Yerevan.html,Как добраться,"4,5","3,0",3 192 руб - 3 921 руб,3 192 руб,3 921 руб
Baron Boutique Hotel Yerevan,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d23935175-Reviews-Baron_Boutique_Hotel_Yerevan-Yerevan.html,6 996 руб,"5,0",,5 563 руб - 7 660 руб,5 563 руб,7 660 руб
Мираж Гостиница,Ереван,https://www.tripadvisor.ru/Hotel_Review-g293932-d8337431-Reviews-Mirage_Hotel-Yerevan.html,4 102 руб,"4,0",,4 104 руб - 5 016 руб,4 104 руб,5 016 руб
Comfort Hotel NARA,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1025759-Reviews-Comfort_Hotel_NARA-Nara_Nara_Prefecture_Kinki.html,5 934 руб,,"3,0",3 556 руб - 6 475 руб,3 556 руб,6 475 руб
Super Hotel Lohas JR Nara Eki,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1485683-Reviews-Super_Hotel_Lohas_JR_Nara_Eki-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","3,0",4 104 руб - 7 569 руб,4 104 руб,7 569 руб
Daiwa Roynet Hotel Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d17694431-Reviews-Daiwa_Roynet_Hotel_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","3,0",4 742 руб - 9 484 руб,4 742 руб,9 484 руб
Nara Ryokan,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d25243192-Reviews-Nara_Ryokan-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","2,0",5 289 руб - 9 119 руб,5 289 руб,9 119 руб
Centurion Hotel Classic Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d12674966-Reviews-Centurion_Hotel_Classic_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","3,0",2 918 руб - 7 022 руб,2 918 руб,7 022 руб
Kasuga Hotel,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1059273-Reviews-Kasuga_Hotel-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","3,0",18 238 руб - 24 166 руб,18 238 руб,24 166 руб
Hotel New Wakasa,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1087043-Reviews-Hotel_New_Wakasa-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","3,0",15 502 руб - 25 442 руб,15 502 руб,25 442 руб
JW Marriott Hotel Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d20160902-Reviews-JW_Marriott_Hotel_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","5,0",23 892 руб - 37 297 руб,23 892 руб,37 297 руб
Piazza Hotel Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d12431977-Reviews-Piazza_Hotel_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","3,5",3 830 руб - 7 751 руб,3 830 руб,7 751 руб
Nara Royal Hotel,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1087991-Reviews-Nara_Royal_Hotel-Nara_Nara_Prefecture_Kinki.html,Как добраться,,"3,0",4 560 руб - 9 301 руб,4 560 руб,9 301 руб
Smile Hotel Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1088049-Reviews-Smile_Hotel_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","3,0",2 097 руб - 5 745 руб,2 097 руб,5 745 руб
Hotel Obana,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d325783-Reviews-Hotel_Obana-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","3,0",5 380 руб - 8 025 руб,5 380 руб,8 025 руб
Asukasou,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1064292-Reviews-Asukasou-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","3,0",14 864 руб - 21 795 руб,14 864 руб,21 795 руб
Iroha Grand Hotel Kintetsu Nara Ekimae,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d24162309-Reviews-Iroha_Grand_Hotel_Kintetsu_Nara_Ekimae-Nara_Nara_Prefecture_Kinki.html,Как добраться,,"4,0",4 377 руб - 8 846 руб,4 377 руб,8 846 руб
Super Hotel Nara Shin Omiya Ekimae,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1088054-Reviews-Super_Hotel_Nara_Shin_Omiya_Ekimae-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0",,4 104 руб - 5 745 руб,4 104 руб,5 745 руб
FUFU Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d21002561-Reviews-FUFU_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0",,60 368 руб - 94 747 руб,60 368 руб,94 747 руб
Toyoko Inn Kintetsu Nara Ekimae,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d7197440-Reviews-Toyoko_Inn_Kintetsu_Nara_Ekimae-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","2,5",4 651 руб - 5 654 руб,4 651 руб,5 654 руб
Nara Washington Hotel Plaza,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1066631-Reviews-Nara_Washington_Hotel_Plaza-Nara_Nara_Prefecture_Kinki.html,6 690 руб,,"3,0",4 560 руб - 6 201 руб,4 560 руб,6 201 руб
Edosan,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d6650606-Reviews-Edosan-Nara_Nara_Prefecture_Kinki.html,Как добраться,"5,0",,27 996 руб - 33 376 руб,27 996 руб,33 376 руб
Miroku Nara by The Share Hotels,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d23794840-Reviews-Miroku_Nara_by_The_Share_Hotels-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","3,0",7 204 руб - 16 323 руб,7 204 руб,16 323 руб
Henn na Hotel Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d23117967-Reviews-Henn_na_Hotel_Nara-Nara_Nara_Prefecture_Kinki.html,Как добраться,,"4,0",3 648 руб - 8 207 руб,3 648 руб,8 207 руб
Setre Naramachi,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d15594221-Reviews-Setre_Naramachi-Nara_Nara_Prefecture_Kinki.html,Как добраться,"3,5",,16 962 руб - 24 713 руб,16 962 руб,24 713 руб
HARUYA Naramachi,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d12673311-Reviews-HARUYA_Naramachi-Nara_Nara_Prefecture_Kinki.html,13 436 руб,"4,5","1,0",2 918 руб - 5 198 руб,2 918 руб,5 198 руб
HOTEL Hanakomichi,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1066642-Reviews-HOTEL_Hanakomichi-Nara_Nara_Prefecture_Kinki.html,6 680 руб,"3,5","3,0",4 742 руб - 7 113 руб,4 742 руб,7 113 руб
OYO 43999 Hotel Allamanda,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1086944-Reviews-OYO_43999_Hotel_Allamanda-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,0","3,0",3 374 руб - 8 390 руб,3 374 руб,8 390 руб
APA HOTEL Kintetsu Nara Ekimae,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d23557078-Reviews-APA_HOTEL_Kintetsu_Nara_Ekimae-Nara_Nara_Prefecture_Kinki.html,Как добраться,"2,5",,3 100 руб - 6 201 руб,3 100 руб,6 201 руб
Kotonoyado Musashino,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1087681-Reviews-Kotonoyado_Musashino-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","3,0",30 367 руб - 48 149 руб,30 367 руб,48 149 руб
Nara Visitor Center & Inn,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d11885592-Reviews-Nara_Visitor_Center_Inn-Nara_Nara_Prefecture_Kinki.html,Как добраться,,"2,0",4 195 руб - 5 563 руб,4 195 руб,5 563 руб
Deer Park Inn,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d5979686-Reviews-Deer_Park_Inn-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","2,0",3 192 руб - 4 742 руб,3 192 руб,4 742 руб
Guest House Nara Komachi,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1769029-Reviews-Guest_House_Nara_Komachi-Nara_Nara_Prefecture_Kinki.html,Как добраться,"4,5","2,0",2 280 руб - 4 286 руб,2 280 руб,4 286 руб
Nara Guesthouse Kamunabi,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d11734270-Reviews-Nara_Guesthouse_Kamunabi-Nara_Nara_Prefecture_Kinki.html,6 550 руб,"4,5","2,0",2 645 руб - 5 016 руб,2 645 руб,5 016 руб
NIPPONIA HOTEL NARA NARAMACHI,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d15321272-Reviews-NIPPONIA_HOTEL_NARA_NARAMACHI-Nara_Nara_Prefecture_Kinki.html,40 992 руб,"5,0","3,0",26 719 руб - 41 310 руб,26 719 руб,41 310 руб
AB Hotel Nara,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d10721083-Reviews-AB_Hotel_Nara-Nara_Nara_Prefecture_Kinki.html,7 614 руб,"4,0","3,0",3 465 руб - 6 839 руб,3 465 руб,6 839 руб
Nara Hakushikaso,Нара,https://www.tripadvisor.ru/Hotel_Review-g298198-d1087684-Reviews-Nara_Hakushikaso-Nara_Nara_Prefecture_Kinki.html,15 026 руб,,"3,0",12 584 руб - 16 688 руб,12 584 руб,16 688 руб
